age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,capital-netGain,is-gain,is-loss
57,4,161097,8,9,0,12,1,4,0,0,0,26.0,38,0,0,0
29,4,152503,9,10,4,6,1,2,1,0,0,45.0,38,0,0,0
23,4,217169,12,13,4,1,3,4,0,0,0,40.0,38,0,0,0
45,4,297676,11,12,6,12,4,4,0,0,0,40.0,5,0,0,0
28,4,112403,8,9,4,3,4,4,1,2354,0,40.0,38,2354,1,0
38,2,409200,9,10,2,13,0,4,1,0,0,40.0,38,0,0,0
35,4,85399,8,9,4,7,1,4,0,0,0,40.0,38,0,0,0
39,4,269455,8,9,2,5,0,4,1,0,0,45.0,38,0,0,0
37,4,89559,8,9,0,1,4,4,0,0,0,40.0,38,0,0,0
49,6,107597,8,9,0,4,4,4,0,14084,0,30.0,38,14084,1,0
39,4,218916,14,15,0,4,1,4,1,0,0,50.0,38,0,0,0
64,0,196288,11,12,4,0,1,4,0,0,0,20.0,38,0,0,0
18,4,112974,6,7,4,10,2,4,1,0,0,3.0,38,0,0,0
41,6,57924,9,10,2,5,0,4,1,7688,0,50.0,38,7688,1,0
52,2,187830,8,9,0,13,4,4,1,4934,0,36.0,38,4934,1,0
50,4,109277,8,9,2,7,0,4,1,0,0,40.0,38,0,0,0
36,7,110964,12,13,2,10,5,4,0,0,1672,38.0,38,-1672,0,1
62,0,81578,8,9,2,0,0,4,1,0,0,40.0,38,0,0,0
41,4,145220,4,5,4,9,4,4,0,0,0,40.0,4,0,0,0
25,4,184698,5,6,4,7,1,4,1,0,0,40.0,6,0,0,0
44,4,112517,13,14,2,13,0,4,1,0,0,20.0,38,0,0,0
41,1,192589,12,13,2,1,0,4,1,0,0,40.0,38,0,0,0
25,4,361307,12,13,4,12,3,4,0,0,0,40.0,38,0,0,0
28,7,78356,13,14,2,4,0,2,1,0,0,40.0,22,0,0,0
43,4,145441,12,13,2,4,0,4,1,0,0,50.0,38,0,0,0
52,1,279337,8,9,2,1,0,4,1,0,0,40.0,38,0,0,0
28,4,328949,14,15,2,10,0,4,1,0,0,60.0,38,0,0,0
18,4,20057,3,4,4,8,2,1,0,0,0,40.0,29,0,0,0
36,4,194905,12,13,6,10,4,4,0,0,0,44.0,38,0,0,0
26,4,133766,8,9,2,5,0,4,1,0,0,70.0,38,0,0,0
54,4,183248,8,9,0,14,1,2,1,0,0,40.0,38,0,0,0
48,7,170142,13,14,0,10,1,4,1,0,0,40.0,38,0,0,0
25,4,112847,8,9,2,14,3,3,1,0,0,40.0,38,0,0,0
52,6,123011,14,15,2,10,0,4,1,0,0,50.0,38,0,0,0
29,4,130045,3,4,2,8,5,4,0,0,0,40.0,38,0,0,0
47,6,208407,12,13,2,10,0,4,1,0,2002,30.0,38,-2002,0,1
39,4,106183,8,9,0,8,4,0,0,6849,0,40.0,38,6849,1,0
28,0,113635,6,7,4,0,1,4,1,0,0,30.0,38,0,0,0
22,0,313786,8,9,0,0,2,2,0,0,0,40.0,38,0,0,0
40,4,197462,12,13,2,13,0,4,1,0,0,40.0,38,0,0,0
23,4,1038553,8,9,4,4,1,2,1,0,0,45.0,38,0,0,0
31,4,84154,9,10,2,12,0,4,1,0,0,38.0,0,0,0,0
20,4,212668,9,10,4,12,3,4,0,0,0,30.0,38,0,0,0
31,4,31600,12,13,4,10,1,4,0,0,0,40.0,38,0,0,0
76,4,124191,13,14,2,4,0,4,1,0,0,40.0,38,0,0,0
47,5,102308,14,15,2,10,0,4,1,0,2415,45.0,38,-2415,0,1
28,4,186792,12,13,2,1,0,4,1,0,0,40.0,38,0,0,0
20,4,299399,9,10,4,12,3,4,0,0,0,20.0,38,0,0,0
38,0,203482,3,4,2,0,0,4,1,0,0,45.0,38,0,0,0
40,4,105794,14,15,4,10,1,4,0,14084,0,50.0,38,14084,1,0
52,1,290856,12,13,2,10,0,4,1,0,0,40.0,38,0,0,0
28,0,198393,8,9,4,0,1,2,0,0,0,40.0,38,0,0,0
26,4,257910,9,10,4,8,1,4,1,0,0,60.0,38,0,0,0
22,1,471452,12,13,4,13,3,4,1,0,0,8.0,38,0,0,0
59,4,359292,1,2,2,7,0,4,1,0,0,40.0,25,0,0,0
31,4,407930,3,4,2,6,0,4,1,0,0,40.0,38,0,0,0
21,4,205759,8,9,4,6,3,4,1,0,0,40.0,38,0,0,0
64,5,213574,8,9,2,3,0,4,1,2635,0,10.0,38,2635,1,0
41,4,103980,9,10,2,10,0,4,1,0,0,52.0,38,0,0,0
47,4,179313,5,6,0,12,4,4,0,0,0,30.0,38,0,0,0
25,4,150553,4,5,3,1,4,1,0,0,0,40.0,39,0,0,0
35,4,538583,6,7,5,14,1,2,1,3674,0,40.0,38,3674,1,0
72,0,173427,8,9,2,0,0,4,1,0,0,40.0,5,0,0,0
47,4,235683,13,14,0,10,4,4,0,0,0,40.0,38,0,0,0
55,4,170169,8,9,5,1,1,4,0,0,0,40.0,38,0,0,0
45,4,347834,8,9,0,1,1,4,0,0,0,40.0,38,0,0,0
48,0,266337,8,9,2,0,0,4,1,0,0,40.0,38,0,0,0
28,4,149769,8,9,4,7,1,1,1,0,0,40.0,1,0,0,0
57,4,220262,11,12,0,13,1,4,0,0,0,40.0,38,0,0,0
26,4,289980,2,3,2,5,0,4,1,0,0,30.0,25,0,0,0
45,1,102569,8,9,2,3,0,4,1,0,0,40.0,38,0,0,0
42,4,356934,13,14,2,4,0,4,1,0,0,40.0,38,0,0,0
29,0,41281,12,13,3,0,1,4,1,0,0,50.0,38,0,0,0
27,4,123302,8,9,2,8,0,4,1,0,0,40.0,30,0,0,0
30,4,161599,8,9,2,6,0,4,1,0,0,40.0,38,0,0,0
56,4,215839,9,10,2,14,0,4,1,0,0,60.0,0,0,0,0
44,1,191295,12,13,2,4,0,2,1,0,0,48.0,38,0,0,0
53,6,311020,5,6,2,5,0,4,1,0,0,60.0,38,0,0,0
22,4,215395,8,9,4,14,1,4,1,0,0,37.0,38,0,0,0
23,4,169188,9,10,2,4,5,4,0,0,0,25.0,38,0,0,0
42,6,101593,12,13,2,4,0,4,1,0,0,60.0,38,0,0,0
38,4,60313,8,9,4,3,1,4,1,0,0,40.0,38,0,0,0
31,4,145377,12,13,2,12,0,4,1,0,0,60.0,38,0,0,0
20,4,34568,8,9,2,3,0,4,1,3781,0,35.0,38,3781,1,0
33,4,123253,12,13,2,4,0,4,1,0,0,55.0,38,0,0,0
26,4,359327,9,10,2,12,0,4,1,0,0,50.0,0,0,0,0
21,4,180339,9,10,4,1,1,4,0,0,0,45.0,38,0,0,0
29,4,174163,9,10,0,4,1,4,0,0,0,40.0,38,0,0,0
47,4,194772,10,11,2,7,0,4,1,0,0,40.0,38,0,0,0
59,0,192130,8,9,2,0,0,4,1,0,0,16.0,38,0,0,0
53,6,118793,5,6,2,3,0,4,1,0,0,50.0,38,0,0,0
28,4,115971,9,10,0,1,4,4,0,0,0,40.0,38,0,0,0
47,4,73064,3,4,2,7,5,2,0,0,0,35.0,38,0,0,0
37,2,126569,8,9,4,3,1,4,1,0,0,40.0,38,0,0,0
25,4,111243,8,9,4,12,2,4,0,0,0,50.0,38,0,0,0
57,4,233382,13,14,4,4,1,4,1,0,0,40.0,5,0,0,0
31,4,264936,9,10,4,8,1,4,0,0,0,40.0,38,0,0,0
49,4,167523,12,13,0,11,1,4,1,0,0,40.0,38,0,0,0
61,0,179761,8,9,2,0,0,4,1,0,0,40.0,38,0,0,0
49,1,94754,13,14,2,1,0,4,1,0,0,40.0,38,0,0,0
33,4,93206,2,3,2,5,0,1,1,0,0,40.0,29,0,0,0
33,4,322873,8,9,0,12,1,4,0,0,0,50.0,38,0,0,0
61,4,172037,8,9,2,8,0,4,1,0,0,40.0,38,0,0,0
62,4,118696,8,9,2,3,0,4,1,0,0,40.0,38,0,0,0
41,4,304906,12,13,2,4,0,4,1,0,0,40.0,38,0,0,0
36,4,186865,15,16,2,10,0,4,1,0,0,60.0,38,0,0,0
24,4,293324,8,9,2,7,0,4,1,0,0,40.0,38,0,0,0
40,5,37869,8,9,2,4,0,4,1,0,0,50.0,38,0,0,0
18,4,120283,7,8,4,12,3,4,0,0,0,24.0,38,0,0,0
24,4,196742,8,9,0,8,4,4,0,0,0,40.0,38,0,0,0
22,4,129934,9,10,4,1,1,1,1,0,0,40.0,0,0,0,0
26,4,369166,9,10,4,5,2,4,0,0,0,65.0,38,0,0,0
35,4,301862,8,9,4,3,4,4,1,0,0,50.0,38,0,0,0
25,4,217006,6,7,2,7,0,4,1,0,0,40.0,38,0,0,0
32,4,151053,9,10,4,3,4,4,1,0,0,40.0,38,0,0,0
24,7,38151,9,10,4,1,3,4,1,0,0,12.0,38,0,0,0
53,1,173093,9,10,2,4,5,1,0,0,1887,40.0,29,-1887,0,1
31,4,111567,12,13,2,4,0,4,1,0,0,70.0,38,0,0,0
33,4,67072,8,9,2,12,0,4,1,0,0,50.0,38,0,0,0
40,4,164647,9,10,0,10,4,2,0,0,0,38.0,38,0,0,0
34,4,66309,8,9,2,3,0,4,1,0,0,35.0,38,0,0,0
45,4,337825,8,9,2,3,0,4,1,0,0,45.0,38,0,0,0
30,4,103596,8,9,4,11,1,4,1,0,0,99.0,38,0,0,0
35,4,181020,8,9,4,6,3,4,1,0,0,60.0,38,0,0,0
41,5,94113,13,14,2,4,0,4,1,0,0,60.0,38,0,0,0
59,0,372020,12,13,2,0,0,4,1,0,0,40.0,38,0,0,0
28,4,282398,9,10,5,13,4,4,1,0,0,40.0,38,0,0,0
55,6,119762,5,6,2,14,0,4,1,0,0,50.0,38,0,0,0
49,4,202053,8,9,0,12,1,4,0,0,0,32.0,38,0,0,0
60,5,210827,12,13,2,10,0,4,1,7688,0,40.0,38,7688,1,0
35,4,193106,8,9,5,1,4,4,0,0,0,32.0,38,0,0,0
24,1,44075,12,13,4,10,1,1,1,0,0,40.0,38,0,0,0
59,4,107833,5,6,2,14,0,4,1,0,1485,40.0,38,-1485,0,1
29,4,54932,8,9,2,7,0,4,1,0,0,40.0,38,0,0,0
80,6,184335,3,4,2,5,0,4,1,0,0,30.0,38,0,0,0
30,4,87469,8,9,4,8,1,4,1,0,0,40.0,38,0,0,0
41,7,197558,12,13,0,4,1,4,1,0,0,40.0,38,0,0,0
18,4,184693,9,10,4,8,3,4,0,0,0,20.0,25,0,0,0
38,4,337130,1,2,3,3,1,4,1,0,0,40.0,25,0,0,0
44,6,230684,8,9,2,14,0,4,1,0,0,55.0,38,0,0,0
22,4,229987,9,10,4,13,2,1,0,0,0,32.0,38,0,0,0
18,4,116528,9,10,4,3,1,4,1,0,0,30.0,38,0,0,0
29,4,129856,10,11,4,1,3,4,0,0,0,40.0,38,0,0,0
30,4,201624,12,13,4,10,1,2,1,0,0,45.0,0,0,0,0
19,4,104112,8,9,4,12,4,2,1,0,0,30.0,14,0,0,0
49,6,181547,11,12,2,3,0,4,1,0,0,30.0,4,0,0,0
46,6,366089,14,15,2,10,0,4,1,15024,0,40.0,38,15024,1,0
44,4,202872,12,13,4,10,1,4,0,0,0,45.0,38,0,0,0
31,4,234500,12,13,2,1,5,4,0,0,0,40.0,38,0,0,0
24,4,611029,5,6,2,6,0,4,1,0,0,40.0,38,0,0,0
41,0,217921,4,5,2,0,5,1,0,0,0,40.0,16,0,0,0
24,4,329852,8,9,4,7,1,4,1,0,0,40.0,38,0,0,0
28,4,171067,8,9,4,6,3,4,0,0,0,40.0,38,0,0,0
70,0,147558,12,13,0,0,1,4,0,0,0,7.0,38,0,0,0
32,2,178109,8,9,2,11,0,4,1,0,0,43.0,38,0,0,0
60,4,207665,8,9,2,13,5,4,0,0,0,40.0,38,0,0,0
51,4,673764,10,11,2,4,0,4,1,0,0,50.0,38,0,0,0
20,4,110597,9,10,4,12,3,4,0,0,0,30.0,38,0,0,0
35,4,112271,9,10,2,3,0,4,1,0,0,45.0,38,0,0,0
58,0,114362,9,10,2,0,0,2,1,0,0,30.0,38,0,0,0
26,4,154093,8,9,4,14,3,2,1,0,0,40.0,38,0,0,0
45,4,102559,10,11,2,3,0,4,1,0,0,40.0,2,0,0,0
22,1,65547,9,10,4,4,1,2,1,0,0,40.0,38,0,0,0
26,4,59306,12,13,4,12,1,4,1,0,0,40.0,38,0,0,0
41,4,43945,3,4,2,3,0,4,1,0,0,40.0,0,0,0,0
73,2,161027,2,3,2,11,0,4,1,0,0,20.0,38,0,0,0
55,4,61708,8,9,2,1,0,4,1,6418,0,50.0,38,6418,1,0
26,4,238367,8,9,4,3,1,4,1,0,0,40.0,38,0,0,0
31,4,284395,12,13,2,12,0,4,1,0,0,40.0,38,0,0,0
24,4,117779,12,13,4,4,3,4,1,0,0,40.0,38,0,0,0
21,4,396790,8,9,4,14,3,2,1,0,0,20.0,38,0,0,0
31,4,124569,9,10,2,1,5,4,0,0,0,40.0,38,0,0,0
42,7,24264,9,10,0,14,4,4,1,0,0,38.0,38,0,0,0
20,4,188612,9,10,4,1,3,4,0,0,0,38.0,26,0,0,0
20,4,82777,8,9,2,12,3,4,1,0,0,40.0,38,0,0,0
69,2,660461,8,9,6,1,1,2,0,0,0,20.0,38,0,0,0
20,4,33221,9,10,4,8,3,4,0,0,0,25.0,38,0,0,0
20,4,34706,9,10,4,4,1,2,1,0,0,47.0,38,0,0,0
17,4,46402,3,4,4,12,3,4,1,0,0,8.0,38,0,0,0
45,4,223319,9,10,0,12,3,4,1,0,0,45.0,38,0,0,0
56,4,285730,13,14,4,10,1,4,1,0,0,66.0,38,0,0,0
28,4,271572,4,5,4,8,2,4,1,0,0,52.0,38,0,0,0
26,2,425092,13,14,4,10,1,4,0,2174,0,40.0,38,2174,1,0
46,4,116635,12,13,5,10,4,2,0,0,0,36.0,38,0,0,0
27,4,204497,5,6,0,14,1,0,1,0,0,75.0,38,0,0,0
27,4,401723,8,9,4,1,1,2,0,0,0,40.0,38,0,0,0
26,4,137658,9,10,4,1,1,4,0,0,0,45.0,38,0,0,0
52,4,190762,1,2,2,7,0,4,1,0,0,40.0,25,0,0,0
30,4,509500,12,13,4,13,1,4,0,4787,0,45.0,38,4787,1,0
63,0,247986,14,15,2,0,0,4,1,0,0,30.0,38,0,0,0
19,4,57206,8,9,4,12,3,4,0,0,0,20.0,38,0,0,0
57,5,180211,14,15,2,10,0,1,1,0,0,50.0,35,0,0,0
27,4,588905,8,9,2,3,0,4,1,0,0,40.0,38,0,0,0
33,4,231413,12,13,2,10,0,4,1,0,0,40.0,38,0,0,0
67,5,116517,12,13,6,8,4,4,0,0,0,35.0,38,0,0,0
26,2,177482,11,12,2,11,0,4,1,0,0,45.0,38,0,0,0
42,4,169383,13,14,2,10,0,4,1,0,0,40.0,38,0,0,0
19,4,389143,9,10,4,12,3,4,1,0,0,40.0,38,0,0,0
39,4,65027,9,10,2,14,0,4,1,0,0,43.0,38,0,0,0
67,6,179285,12,13,2,12,0,4,1,0,0,30.0,38,0,0,0
90,4,40388,12,13,4,4,1,4,1,0,0,55.0,38,0,0,0
36,4,273604,12,13,4,8,1,4,0,0,0,40.0,38,0,0,0
19,7,159269,9,10,4,1,3,4,1,0,0,15.0,38,0,0,0
55,4,236520,10,11,2,3,0,4,1,0,0,40.0,38,0,0,0
23,4,82393,4,5,4,8,3,1,1,0,0,20.0,29,0,0,0
33,4,196385,13,14,2,10,0,4,1,0,0,37.0,38,0,0,0
30,4,179112,12,13,4,10,3,2,1,0,0,40.0,0,0,0,0
37,4,107737,12,13,2,10,0,4,1,0,0,55.0,38,0,0,0
36,4,166606,6,7,2,3,0,4,1,0,0,40.0,38,0,0,0
37,4,73471,12,13,2,4,0,4,1,0,1887,47.0,38,-1887,0,1
39,4,117381,9,10,0,14,1,4,1,0,0,65.0,38,0,0,0
37,4,104359,9,10,2,6,0,4,1,0,0,40.0,38,0,0,0
26,4,37202,12,13,4,10,1,4,0,0,0,45.0,38,0,0,0
21,4,70261,9,10,4,8,3,4,1,0,0,30.0,38,0,0,0
53,4,70387,13,14,2,10,0,1,1,4386,0,40.0,18,4386,1,0
41,2,74581,12,13,0,10,4,4,1,0,0,65.0,38,0,0,0
62,1,177295,8,9,6,1,4,4,0,0,0,40.0,38,0,0,0
60,6,148492,8,9,2,3,0,4,1,0,1485,50.0,38,-1485,0,1
37,4,140673,9,10,2,12,5,4,0,0,0,40.0,38,0,0,0
22,4,59184,11,12,4,1,1,4,1,0,0,45.0,38,0,0,0
29,4,112847,10,11,2,3,0,1,1,7298,0,32.0,38,7298,1,0
21,4,75763,9,10,2,12,5,0,0,0,0,40.0,38,0,0,0
52,6,334273,12,13,2,10,0,4,1,0,0,60.0,38,0,0,0
52,4,117295,1,2,2,4,0,4,1,0,0,50.0,38,0,0,0
28,4,199998,8,9,5,8,1,4,0,0,0,25.0,38,0,0,0
28,6,123983,9,10,2,12,3,1,1,0,0,63.0,34,0,0,0
33,2,318921,8,9,0,14,1,4,0,0,0,35.0,38,0,0,0
33,4,41610,12,13,2,10,0,4,1,0,0,40.0,38,0,0,0
44,2,177937,15,16,2,10,0,4,1,0,0,36.0,38,0,0,0
29,4,34292,9,10,4,1,1,4,1,0,0,60.0,38,0,0,0
84,6,155057,12,13,2,5,0,4,1,0,0,20.0,38,0,0,0
69,6,37745,10,11,2,12,0,4,1,0,0,8.0,38,0,0,0
23,4,91842,12,13,4,4,1,4,0,0,0,30.0,38,0,0,0
40,4,99604,13,14,2,10,5,4,0,15024,0,24.0,38,15024,1,0
23,4,197387,8,9,4,3,3,4,1,0,0,37.0,25,0,0,0
21,4,259510,8,9,4,6,3,4,1,0,0,36.0,38,0,0,0
38,4,179117,11,12,4,7,1,2,0,10520,0,50.0,38,10520,1,0
60,4,185836,14,15,2,4,0,4,1,0,0,40.0,38,0,0,0
30,4,374454,8,9,0,14,3,2,1,0,0,40.0,38,0,0,0
17,4,95446,5,6,4,8,3,4,1,0,0,15.0,38,0,0,0
39,4,174330,8,9,5,3,4,4,1,0,0,40.0,38,0,0,0
22,4,204160,8,9,0,7,3,4,0,0,0,40.0,38,0,0,0
58,4,121111,8,9,2,12,5,4,0,0,0,40.0,12,0,0,0
58,0,53481,12,13,2,0,0,4,1,0,0,70.0,38,0,0,0
38,1,115433,11,12,2,1,5,4,0,7688,0,33.0,38,7688,1,0
24,4,376393,10,11,4,12,1,4,0,0,0,40.0,38,0,0,0
23,4,314539,8,9,2,12,0,4,1,0,0,40.0,38,0,0,0
29,4,180758,13,14,4,10,1,4,1,0,0,40.0,38,0,0,0
23,4,117363,12,13,4,1,3,4,0,0,0,40.0,38,0,0,0
49,4,298659,8,9,2,12,0,4,1,0,0,15.0,25,0,0,0
67,4,101132,3,4,2,3,0,4,1,1797,0,40.0,38,1797,1,0
21,4,56520,9,10,4,1,3,4,1,0,0,40.0,38,0,0,0
48,2,127921,12,13,2,10,0,4,1,0,0,40.0,38,0,0,0
51,2,387250,12,13,2,1,0,4,1,0,0,50.0,38,0,0,0
55,6,308746,14,15,6,10,1,4,1,0,0,55.0,38,0,0,0
18,0,346382,6,7,4,0,3,4,1,0,0,15.0,38,0,0,0
32,4,255424,12,13,2,12,0,4,1,0,0,60.0,38,0,0,0
37,4,160920,9,10,2,12,0,4,1,0,0,45.0,38,0,0,0
38,4,144860,8,9,2,3,0,4,1,0,0,65.0,38,0,0,0
44,4,162184,9,10,5,1,4,4,0,0,0,40.0,38,0,0,0
57,4,112840,13,14,2,10,0,4,1,0,0,55.0,38,0,0,0
25,4,124111,9,10,4,1,3,4,0,0,0,40.0,38,0,0,0
35,4,243409,9,10,2,14,0,4,1,0,0,40.0,11,0,0,0
62,2,114045,8,9,0,8,1,4,0,0,0,35.0,38,0,0,0
23,0,280134,8,9,4,0,3,4,1,0,0,40.0,38,0,0,0
37,4,61778,12,13,4,5,1,4,1,0,0,30.0,38,0,0,0
20,4,238384,8,9,4,12,1,4,0,0,0,30.0,38,0,0,0
26,4,154966,9,10,2,3,0,4,1,0,0,40.0,32,0,0,0
27,4,177057,8,9,4,7,1,4,1,0,0,40.0,38,0,0,0
31,4,302626,9,10,0,1,4,4,0,0,0,40.0,38,0,0,0
19,4,210308,9,10,4,1,3,4,0,0,0,15.0,38,0,0,0
40,4,163455,9,10,2,13,0,4,1,0,0,55.0,38,0,0,0
62,4,192515,8,9,6,5,4,4,0,0,0,40.0,38,0,0,0
31,4,202729,8,9,2,7,0,4,1,0,0,40.0,38,0,0,0
48,4,36228,8,9,0,14,1,4,1,0,0,44.0,38,0,0,0
27,4,146764,9,10,2,4,5,4,0,0,0,40.0,38,0,0,0
23,4,46561,8,9,0,3,1,4,1,0,0,60.0,38,0,0,0
35,4,170263,9,10,4,13,4,4,0,0,0,40.0,38,0,0,0
24,4,456460,11,12,2,1,5,4,0,0,0,40.0,38,0,0,0
40,4,260696,8,9,4,1,1,4,0,0,0,40.0,38,0,0,0
43,4,245056,8,9,2,1,0,2,1,0,0,40.0,38,0,0,0
21,4,232569,8,9,4,6,1,4,1,0,0,40.0,38,0,0,0
51,4,118793,12,13,2,10,0,4,1,0,0,70.0,38,0,0,0
69,5,169717,12,13,2,4,0,4,1,6418,0,45.0,38,6418,1,0
78,0,363134,8,9,6,0,1,4,0,0,0,1.0,38,0,0,0
44,4,288433,9,10,4,1,3,2,0,0,0,40.0,38,0,0,0
32,4,39223,5,6,5,3,4,2,0,0,0,40.0,0,0,0,0
50,4,485710,15,16,0,10,1,4,0,0,0,50.0,38,0,0,0
47,6,134671,8,9,3,3,1,4,1,0,0,40.0,38,0,0,0
19,4,101549,9,10,4,8,3,4,1,0,0,15.0,38,0,0,0
47,4,200734,12,13,4,4,4,2,0,0,0,45.0,38,0,0,0
36,4,169926,8,9,0,12,1,4,0,0,0,40.0,38,0,0,0
63,4,187635,8,9,4,4,1,4,1,0,0,40.0,38,0,0,0
50,4,195298,9,10,2,4,0,4,1,0,0,50.0,38,0,0,0
67,0,98882,13,14,6,0,1,4,0,0,0,40.0,38,0,0,0
18,6,213024,9,10,4,5,3,4,1,0,0,30.0,38,0,0,0
35,4,102268,12,13,2,4,0,4,1,0,0,45.0,38,0,0,0
34,0,133861,8,9,2,0,0,4,1,0,0,25.0,38,0,0,0
24,4,137591,9,10,4,12,3,4,1,0,1762,40.0,38,-1762,0,1
45,2,364563,8,9,2,14,0,4,1,0,0,40.0,38,0,0,0
31,4,398988,9,10,4,4,1,4,1,0,0,40.0,38,0,0,0
24,4,537222,8,9,2,4,0,4,1,0,0,50.0,38,0,0,0
35,2,226311,9,10,0,1,3,4,0,0,0,38.0,38,0,0,0
38,7,142022,8,9,2,1,5,2,0,0,0,40.0,38,0,0,0
62,4,272209,8,9,0,9,4,2,0,0,0,99.0,38,0,0,0
51,4,146574,13,14,2,4,0,4,1,0,0,50.0,38,0,0,0
66,0,177351,12,13,2,0,0,4,1,0,2174,40.0,38,-2174,0,1
46,6,28281,12,13,2,5,0,4,1,0,0,40.0,38,0,0,0
23,4,361481,5,6,2,8,0,4,1,0,0,40.0,0,0,0,0
51,4,106151,6,7,0,14,3,4,1,0,0,40.0,38,0,0,0
49,6,249585,6,7,2,4,0,4,1,0,0,65.0,38,0,0,0
20,4,42279,9,10,4,4,1,4,0,0,0,40.0,38,0,0,0
19,4,39756,9,10,4,8,3,4,0,0,0,15.0,38,0,0,0
38,6,176657,9,10,5,12,1,1,1,0,0,60.0,23,0,0,0
30,4,356882,15,16,4,10,3,4,1,0,0,20.0,38,0,0,0
47,4,316101,8,9,0,1,1,4,0,0,0,40.0,38,0,0,0
60,4,120067,4,5,2,5,0,4,1,0,0,45.0,38,0,0,0
23,4,177787,12,13,4,12,3,4,0,0,0,30.0,9,0,0,0
37,4,117381,13,14,2,10,0,4,1,0,0,45.0,38,0,0,0
33,5,281832,15,16,2,10,0,4,1,0,0,40.0,5,0,0,0
30,4,302149,12,13,2,12,0,1,1,0,0,40.0,18,0,0,0
52,1,312500,10,11,0,5,1,4,0,0,0,40.0,38,0,0,0
27,4,60288,13,14,4,12,3,4,0,0,0,40.0,38,0,0,0
18,4,152004,6,7,4,8,3,2,1,0,0,20.0,38,0,0,0
42,4,226902,12,13,2,13,0,4,1,0,0,45.0,38,0,0,0
58,7,136982,8,9,3,8,4,2,0,0,0,40.0,15,0,0,0
54,4,24108,9,10,5,4,1,4,0,0,0,40.0,38,0,0,0
52,0,89951,7,8,2,0,5,2,0,0,0,40.0,38,0,0,0
35,2,204277,12,13,2,10,0,4,1,0,0,40.0,38,0,0,0
44,4,156413,9,10,2,13,0,4,1,0,0,44.0,38,0,0,0
43,5,135342,9,10,2,4,0,4,1,0,0,50.0,38,0,0,0
20,1,410446,8,9,4,1,2,4,1,0,0,20.0,38,0,0,0
35,4,214896,8,9,0,1,1,4,0,0,0,45.0,38,0,0,0
63,6,168048,14,15,2,10,0,4,1,0,0,30.0,38,0,0,0
34,4,386877,8,9,2,7,0,2,1,0,0,40.0,38,0,0,0
90,4,52386,12,13,4,10,1,1,1,0,0,40.0,38,0,0,0
30,6,176185,11,12,2,12,0,4,1,0,0,60.0,19,0,0,0
42,4,349884,5,6,2,3,0,4,1,0,0,35.0,38,0,0,0
18,4,375515,6,7,4,12,3,4,0,0,0,20.0,38,0,0,0
17,7,179319,5,6,4,8,3,4,1,0,0,30.0,38,0,0,0
42,2,182302,8,9,2,3,0,4,1,0,0,40.0,38,0,0,0
31,4,236861,8,9,2,3,0,4,1,0,0,60.0,38,0,0,0
21,4,262819,9,10,4,8,1,4,0,0,0,20.0,38,0,0,0
25,4,133373,8,9,5,3,1,4,1,0,0,40.0,38,0,0,0
22,4,162869,9,10,4,12,2,4,1,0,0,65.0,38,0,0,0
29,4,464536,12,13,2,8,0,4,1,0,0,40.0,38,0,0,0
33,0,202366,8,9,0,0,4,4,0,0,0,32.0,38,0,0,0
20,7,349365,8,9,4,8,1,4,0,0,0,40.0,38,0,0,0
33,4,79923,9,10,2,12,0,4,1,0,0,20.0,38,0,0,0
35,4,270059,9,10,0,12,4,4,0,0,0,30.0,38,0,0,0
18,4,110230,5,6,4,8,3,4,1,0,0,11.0,38,0,0,0
38,1,506830,9,10,0,13,4,2,0,0,0,40.0,38,0,0,0
52,4,361875,9,10,0,4,1,4,0,0,0,50.0,38,0,0,0
18,0,192399,9,10,4,0,3,4,1,0,0,60.0,38,0,0,0
49,4,274720,8,9,2,3,0,2,1,0,0,40.0,38,0,0,0
52,6,104501,9,10,2,13,0,4,1,0,0,60.0,38,0,0,0
24,4,175586,8,9,4,7,4,2,0,0,0,40.0,38,0,0,0
42,4,332401,12,13,4,12,1,4,1,0,0,40.0,38,0,0,0
18,0,189041,8,9,4,0,2,4,1,0,0,40.0,38,0,0,0
44,4,277647,8,9,2,12,0,4,1,0,1902,40.0,38,-1902,0,1
31,0,233371,8,9,2,0,5,2,0,0,0,45.0,38,0,0,0
24,4,82777,8,9,5,7,1,4,1,0,0,40.0,38,0,0,0
27,4,177955,2,3,4,9,2,4,0,2176,0,40.0,8,2176,1,0
21,4,203003,5,6,2,3,0,4,1,0,0,40.0,38,0,0,0
60,4,127084,8,9,2,11,0,4,1,0,2042,34.0,38,-2042,0,1
20,4,165201,9,10,4,1,3,4,0,0,0,4.0,38,0,0,0
24,4,218678,12,13,4,12,3,4,1,0,0,40.0,38,0,0,0
24,4,291407,8,9,2,14,0,2,1,0,0,40.0,38,0,0,0
19,4,259352,8,9,4,12,1,4,1,0,0,45.0,38,0,0,0
33,2,342458,11,12,0,11,1,4,1,0,0,56.0,38,0,0,0
24,4,118657,7,8,2,7,0,4,1,0,0,40.0,38,0,0,0
66,4,210825,9,10,2,13,0,4,1,0,0,40.0,38,0,0,0
61,0,226989,8,9,0,0,1,4,1,4865,0,40.0,38,4865,1,0
49,4,181717,10,11,5,10,3,4,0,0,0,36.0,38,0,0,0
